Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
found  ,,459.3448,460.3474,Hydroxymangiferolic acid_2.546,2.546,64336.74,68922.266,62377.965,114356.44,78310.46,66523.84,73528.24,81077.57,76714.23,131318.72,57568.527,139877.75,61067.527,82367.73,43965.508,97530.234,88115.914,85920.08,62983.9,79134.555,46146.004,97227.98,51553.855,67979.58,78539,67066.11,53736.1,53459.293,73139.12,15.973355,16.072683,15.928748,16.803179,16.256918,16.021584,16.166012,16.307014,16.227207,17.002712,15.812993,17.093807,15.898117,16.329792,15.424085,16.573563,16.427116,16.390707,15.942696,16.27202,15.493918,16.569084,15.653792,16.052814,16.261122,16.033297,15.713603,15.706153,16.158356,Hydroxymangiferolic acid_2.546,2.4307833,459.3448,460.3474,,Target,,0
found  ,,457.33,458.3343,Irisoquin D_3.649,3.649,107129.58,85563.05,122713.33,113936.23,114309.93,201935.33,54658.777,89023,28846.592,73338.99,87578.84,93466.836,87284.695,74478.25,15756.384,103860.99,18488.027,7097.6646,104040.26,58710.406,4069.5776,110311.93,81930.875,155388.03,221127.03,61363.746,70238.914,166842.94,101787.445,16.708998,16.3847,16.904932,16.797867,16.802591,17.623533,15.738165,16.44189,14.8161125,16.162292,16.418295,16.512167,16.41344,16.184532,13.943649,16.664295,14.174304,12.793129,16.666782,15.841329,11.990664,16.75123,16.322119,17.245516,17.754517,15.905099,16.099983,17.348131,16.6352,Irisoquin D_3.649,3.4826667,457.33,458.3343,,Target,,0
found  ,,485.3612,463.377,Irisoquin F_4.141,4.141,99961.85,35357.23,9937.92,57870.83,73345.22,119564.52,42729.574,49959.4,55754.6,63595.26,50081.746,100756.16,48426.473,93661.484,9516.608,126002.17,9071.403,6642.671,15654.691,85379.53,94354.08,55098.465,90901.06,187536.28,19919.336,16935.746,92375.84,191637.39,25713.873,16.609089,15.109717,13.2787285,15.820549,16.162415,16.86743,15.382947,15.608468,15.766803,15.956632,15.611998,16.620508,15.563508,16.515167,13.216232,16.94309,13.147111,12.697548,13.934307,16.381601,16.525797,15.749724,16.47201,17.51681,14.281882,14.047784,16.495228,17.54802,14.65026,Irisoquin F_4.141,3.9216332,485.3612,463.377,,Target,,0
not found ,,443.3497,444.3535,Isomangiferolic acid_4.054,4.054,34739.246,356657.1,67060.32,293249.3,265534.34,47299.734,17767.889,136179.38,22723.229,11330.037,29416.996,253798,19487.816,67101.25,211716.6,4678.328,155046.1,28588.389,66598.34,40786.465,18907.867,73550.93,294041.4,22947.633,47805.312,18929.244,74763.48,104930.22,27463.045,15.084279,18.444178,16.033173,18.161768,18.018538,15.529545,14.116984,17.055147,14.471881,13.467865,14.844362,17.953321,14.250284,16.034052,17.691776,12.191777,17.242338,14.803141,16.0232,15.315804,14.206698,16.166456,18.165659,14.486057,15.544883,14.208329,16.190046,16.67907,14.745204,Isomangiferolic acid_4.054,4.10385,443.3497,444.3535,,Target,,0
not found ,,507.2903,508.2942,Ixabepilone_0.889,0.889,66296.51,41672.996,62582.395,61782.742,40540.03,23087.246,30303.883,24192.035,29305.463,10489.012,44393.9,29298.26,37405.06,26887.672,48646.766,25768.852,33896.812,61837.785,64780.41,30528.963,35662.145,9395.854,13702.831,96755.71,60641.793,42841.17,30593.615,22309.867,7706.931,16.016645,15.346825,15.933469,15.914917,15.30706,14.494808,14.887215,14.562244,14.8388815,13.356591,15.438073,14.838527,15.190946,14.714657,15.570056,14.65334,15.0488615,15.916201,15.98327,14.897891,15.122106,13.197808,13.742187,16.56206,15.888024,15.38671,14.900943,14.445394,12.91194,Ixabepilone_0.889,0.98135,507.2903,508.2942,219989-84-1,Target,,0
not found ,,507.2895,508.2918,Ixabepilone_0.985,0.985,59319.64,39689.707,49185.184,64098.277,49002.336,22923.701,31757.137,24192.8,29145.594,50573.164,50224.5,50954.207,61319.203,26966.816,55886.66,22869.23,33896.812,61819.598,64625.1,32483.3,35663.594,54311.555,24075.691,96855.9,61544.67,42841.17,30593.615,22395.844,37896.582,15.856222,15.276477,15.585936,15.967998,15.580564,14.484552,14.954793,14.562289,14.83099,15.626085,15.616103,15.636913,15.904052,14.718897,15.770216,14.481121,15.0488615,15.915776,15.979807,14.987411,15.122165,15.7289715,14.555289,16.563553,15.909346,15.38671,14.900943,14.450944,15.20978,Ixabepilone_0.985,0.98135,507.2895,508.2918,219989-84-1,Target,,0
not found ,,557.4183,558.4212,Lantaiursolic acid_4.27,4.27,6034.287,7608.8105,106177.48,6108.9463,8933.445,10120.634,12175.108,60390.266,48801.72,4920.5215,6998.6104,5272.4697,6840.727,7615.234,7843.6313,6948.191,15210.243,42782.887,10293.985,5347.763,21654.676,7618.0205,24792.031,12203.393,7113.1655,58733.61,10722.56,15511.978,8066.182,12.558967,12.8934555,16.696117,12.576707,13.125,13.305013,13.571648,15.882029,15.574644,12.264596,12.772853,12.364264,12.739934,12.894673,12.937305,12.762421,13.8927555,15.384747,13.329514,12.38472,14.402391,12.8952,14.597589,13.574995,12.796275,15.841898,13.388362,13.921094,12.977671,Lantaiursolic acid_4.27,3.8553834,557.4183,558.4212,150853-96-6,Target,,0
found  ,,335.2202,336.2233,Lathyrol_1.18,1.18,112837.77,290719.16,447185.2,105945.23,245175.22,709441.56,47746.02,39520.85,178917.7,94155.53,16090.864,415786.22,627670.25,81888.81,32317.076,79362.75,73850.12,49327.496,228661.38,108028.125,651658.25,262547.8,269971.94,443646.47,190624.14,422451.22,348933.8,350529.38,523031.2,16.78389,18.149267,18.770512,16.692959,17.903454,19.436325,15.543093,15.270326,17.448936,16.522758,13.973953,18.665482,19.259647,16.321379,14.980009,16.276175,16.172314,15.590105,17.802853,16.721048,19.313757,18.00222,18.04245,18.75905,17.54037,18.688425,18.412594,18.419176,18.996538,Lathyrol_1.18,1.1138667,335.2202,336.2233,,Target,,0
not found ,,477.3347,478.3383,Liquidambaric acid_2.211,2.211,27115.777,20595.316,52114.184,29713.127,14602.901,51565.367,23795.102,78328.836,3559.4783,21897.178,11979.605,56461.266,8631.183,41904.11,52336.18,6105.305,107690.84,54167.504,6957.6494,21223.072,17935.168,9210.229,32487.688,128250.1,35837.59,11914.421,34676.332,20419.545,49782.28,14.726846,14.3300295,15.669389,14.858812,13.833968,15.654116,14.538377,16.257256,11.79745,14.418457,13.548292,15.784973,13.075343,15.354804,15.675521,12.575848,16.716536,15.72514,12.764384,14.373345,14.130504,13.169021,14.987605,16.968601,15.129186,13.5404215,15.081663,14.317663,15.603345,Liquidambaric acid_2.211,2.2982666,477.3347,478.3383,4481-62-3,Target,,0
not found ,,397.1849,398.1882,Lobetyolin_0.774,0.774,8622.672,28082.818,70175.4,234112.27,18415.365,93742.37,74105.33,27032.396,345127.34,17439.926,4131.5347,67440.98,38749.66,63327.215,58935.39,51091.668,41500.227,238556.03,33498.855,9720.905,24512.314,32108.902,29136.791,60560.848,32578.525,152636.3,31862.293,218878.17,38304.043,13.073919,14.7774,16.098679,17.836842,14.168623,16.516413,16.17729,14.722402,18.396769,14.090107,12.012463,16.041338,15.241897,15.950538,15.846846,15.6407995,15.340832,17.863968,15.031824,13.246876,14.581219,14.970685,14.830554,15.886098,14.991634,17.219738,14.959562,17.739769,15.225208,Lobetyolin_0.774,0.84055,397.1849,398.1882,136085-37-5,Target,,0
not found ,,709.5377,710.5429,Mannosyl-1beta-phosphomycoketide C32_6.516,6.516,86081.266,192845.1,95249.44,1981478.4,133077.25,134335.86,101712.914,110751.49,144743.1,125048.43,125225.52,140156.3,120349.27,1951997.2,1710386.4,112181.83,130794.89,95666.87,120812.91,139606.08,1480386.9,109470.29,91943.74,90111.46,88669.586,118576.87,122250.03,115041.93,83183.34,16.393412,17.557083,16.539423,20.918146,17.021904,17.035486,16.634142,16.756968,17.143135,16.932127,16.934168,17.096678,16.876867,20.896519,20.70589,16.77548,16.996946,16.54573,16.882416,17.091002,20.497543,16.740181,16.488464,16.459423,16.436152,16.855463,16.899475,16.8118,16.344007,Mannosyl-1beta-phosphomycoketide C32_6.516,6.4063835,709.5377,710.5429,,Target,,0
not found ,,737.5712,739.5727,Mannosyl-1beta-phosphomycoketide C34_5.968,5.968,116966.67,123129.82,116626.805,121450.125,123002.9,108935.57,107893,103210.125,101654.76,113561.03,129591.78,112293.89,103666.18,146068.2,117645.94,103433.19,114246.72,105713.12,130966.73,111515.23,107661.84,112586.31,106536.19,117117.98,112749.44,135537.98,109418.69,116056.03,109872.56,16.835737,16.90982,16.831541,16.890005,16.908333,16.733116,16.71924,16.655226,16.633318,16.793108,16.983614,16.77692,16.661585,17.156282,16.844091,16.65834,16.801792,16.689795,16.99884,16.766882,16.716148,16.780672,16.700983,16.837603,16.78276,17.048338,16.7395,16.824461,16.745472,Mannosyl-1beta-phosphomycoketide C34_5.968,6.108217,737.5712,739.5727,,Target,,0
not found ,,399.1985,400.2015,Massonivesinol_0.755,0.755,938406.06,629631.1,857695.75,754285.75,977445.1,663338.2,778787.94,587027,518581.06,834352.44,692116.9,770583.3,719689.8,687318.25,1066089.1,519796.53,729469.8,937847.75,663748.9,585109.4,685104.3,791350.8,785361.1,1298361.1,1362835.8,895157.2,642207.75,740388.9,739804.06,19.839853,19.264147,19.710106,19.524752,19.898657,19.339384,19.570871,19.163067,18.98421,19.670298,19.400656,19.555592,19.457014,19.39062,20.023895,18.987587,19.476488,19.838993,19.340277,19.158348,19.385963,19.593958,19.582996,20.30826,20.37818,19.771782,19.29268,19.497923,19.496784,Massonivesinol_0.755,0.76601666,399.1985,400.2015,,Target,,0
found  ,,517.3509,518.3541,Methyl 11-oxoasiatate_2.95,2.95,193007.44,176776.88,291558.62,237612.92,261428.48,417867.4,131563.33,183307.88,33015,176161.28,191225.47,184237,189573.6,122650.05,167153.8,237376.6,404858.66,53767.723,244683.33,110236.39,139046.56,229514.53,188511.5,350461.53,462973.7,123316.15,149342.23,363435.94,243021.83,17.558296,17.43157,18.153427,17.858253,17.996058,18.672686,17.005398,17.48391,15.010835,17.426537,17.544914,17.491203,17.532398,16.904188,17.350817,17.85682,18.627058,15.714453,17.900557,16.75024,17.085209,17.808226,17.524294,18.418896,18.82057,16.912003,17.188263,18.471342,17.890726,Methyl 11-oxoasiatate_2.95,2.9443,517.3509,518.3541,,Target,,0
found  - duplicate cmpd,,517.3519,518.3549,Methyl 11-oxoasiatate_3.122,3.122,17840.102,136927.61,33167.04,14633.937,26130.234,50208.62,22495.787,21079.2,76931.71,13046.839,191109.55,14262.624,18964.27,8016.0703,15650.731,22028.648,51216.633,55828.754,24187.861,112409.64,14411.35,23142.693,13088.842,36014.383,42273.83,11028.16,156214.62,42178.793,18490.688,14.122835,17.063053,15.017463,13.83703,14.673431,15.615647,14.457367,14.363533,16.23129,13.671412,17.544039,13.799952,14.210997,12.968679,13.933942,14.4270935,15.644324,15.768721,14.5619955,16.778406,13.814918,14.498269,13.676049,15.136285,15.367476,13.428905,17.25317,15.364229,14.174512,Methyl 11-oxoasiatate_3.122,3.1679332,517.3519,518.3549,,Target,,0
not found ,,501.3571,502.3592,Methyl 16-epiquillate_2.668,2.668,21523.672,431823.34,20883.113,681959.5,574785,404752.94,24459.123,422797.94,34415.098,786181.75,385971.06,571255.3,421508.4,596795.4,322652.38,569455.9,510510.44,570235.9,432676.2,590869.56,282513.3,345451.8,299386.47,348512.75,71573.25,40825.094,323015.25,362583.25,419250.72,14.393637,18.720081,14.350049,19.379328,19.132662,18.626682,14.578085,18.68961,15.070754,19.584503,18.558134,19.123775,18.685202,19.186876,18.299622,19.119225,18.96158,19.121199,18.722929,19.17248,18.10796,18.398125,18.191648,18.41085,16.127132,15.317168,18.301243,18.467953,18.677454,Methyl 16-epiquillate_2.668,2.7703667,501.3571,502.3592,,Target,,0
not found ,,501.3592,503.3694,Methyl 16-epiquillate_3.424,3.424,245361.55,44397.69,79739.91,33543.086,96957.59,330265.3,436314.4,100858.414,263427.75,75222.58,45078.594,76982.9,43700.848,421501.94,265737.6,92946.984,348532.25,386815.38,362745.38,31053.65,210083.77,288505.97,68351.98,72294.34,143725.78,337109.03,243807.12,74993.22,319859.72,17.90455,15.438197,16.283014,15.033728,16.565065,18.333265,18.735008,16.621971,18.007048,16.198877,15.460155,16.23225,15.415373,18.68518,18.019644,16.504122,18.410933,18.561285,18.468597,14.922475,17.680605,18.13824,16.060696,16.141596,17.13296,18.362856,17.89538,16.194473,18.28708,Methyl 16-epiquillate_3.424,3.3584332,501.3592,503.3694,,Target,,0
not found ,,195.0878,,METHYL BETA-D-GALACTOSIDE**_0.414,0.414,122245.766,91752.41,164705.14,113370.95,89395.72,236121.81,63254.93,156423.9,155807.22,138693.1,75711.06,155158.53,135246.55,101119.55,114960.27,133109.17,181110.11,118265.52,402202.06,141382.8,108547.4,217231.58,128453.83,133784.5,190309.56,136400.62,95633.18,134259.42,200002.22,16.899426,16.485458,17.329527,16.790691,16.447918,17.84917,15.948891,17.255102,17.249403,17.081537,16.208216,17.243383,17.045233,16.625702,16.810776,17.02225,17.466507,16.851671,18.617561,17.109247,16.727966,17.728874,16.97089,17.02955,17.537989,17.057491,16.545223,17.034664,17.609655,METHYL BETA-D-GALACTOSIDE**_0.414,0.40986666,195.0878,,1824-94-8,Target,,0
not found ,,497.361,498.3639,"Methyl guaia-1(10),11-dien-15-carboxylate_2.86",2.86,307384.75,39659.22,38627.64,272962.16,26022.04,24009.096,16308.883,14517.06,17937.586,12003.05,12642.582,62457.438,11090.33,13754.363,76197.7,48271.48,246361.47,21293.559,14612.313,25101.283,26319.658,42905.805,93603.62,33945.48,303828.62,52768.14,19060.06,48209.934,272979.7,18.229687,15.275369,15.237347,18.058342,14.667447,14.551293,13.99337,13.825461,14.130698,13.551113,13.626004,15.930585,13.437015,13.747601,16.21746,15.558884,17.910418,14.378129,13.834897,14.615474,14.683852,15.3888855,16.514277,15.050932,18.212898,15.68738,14.218266,15.557043,18.058434,"Methyl guaia-1(10),11-dien-15-carboxylate_2.86",2.7372334,497.361,498.3639,,Target,,0
found  ,,377.2666,378.2697,"MG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/0:0)_1.996",1.996,370455.72,608278.4,487982.72,257821.33,593421.2,626107.44,65072.312,544635.3,37110.586,575454.06,643995.06,76509.125,56819.133,309216.25,569250.25,494821.1,575403.4,382409.7,538807.25,599646.1,450391.4,732048.25,523925.34,451102.94,546200.7,721041.6,540424.8,597242.9,387146.8,18.498941,19.214373,18.89647,17.976011,19.178698,19.256052,15.989757,19.05493,15.1795435,19.13434,19.29669,16.223343,15.794088,18.238256,19.118704,18.916548,19.134214,18.54476,19.03941,19.193752,18.780819,19.481579,18.999002,18.783098,19.059072,19.459723,19.043734,19.187958,18.562521,"MG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/0:0)_1.996",1.9338334,377.2666,378.2697,,Target,,0
not found ,,779.5658,781.5719,"MGDG(18:2(9Z,12Z)/18:2(9Z,12Z))_5.945",5.945,448075.8,383752.78,562085.8,428820.06,432323.47,377928.97,424310.44,488555.78,352483.66,336978.9,335929.12,475305.88,408487.22,241580.89,352092.3,548170.94,403721.1,414764.38,356928.34,395087.53,393044.3,551396,397662,542169.94,607067.25,403741.12,423896,437888.9,550520.1,18.773382,18.549818,19.10043,18.710012,18.721752,18.527756,18.694761,18.898163,18.427197,18.362299,18.357798,18.858496,18.63993,17.882147,18.425594,19.064266,18.623,18.661932,18.445276,18.591812,18.584332,19.07273,18.601183,19.048386,19.211496,18.623072,18.69335,18.740206,19.070435,"MGDG(18:2(9Z,12Z)/18:2(9Z,12Z))_5.945",5.9839835,779.5658,781.5719,,Target,,0
inconclusive,,777.5504,779.5569,"MGDG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))_5.533",5.533,701912.44,871031.7,679151.75,919269.9,657940.25,1003193.1,617864.75,599424.94,802611.7,819479.6,701992.9,680690.5,685462.1,890138.44,210371.73,604112.44,725753.8,800082.3,912241.44,770001.4,701938,192535.84,190935.27,726559.94,355019.75,947070.7,660326.5,611618.9,440046.38,19.42093,19.732367,19.373375,19.81013,19.327597,19.936169,19.23693,19.19322,19.614342,19.644348,19.421097,19.37664,19.386717,19.76367,17.682583,19.204458,19.469122,19.609789,19.799055,19.554502,19.420984,17.554768,17.542725,19.470722,18.43754,19.853113,19.33282,19.222273,18.747295,"MGDG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))_5.533",5.279967,777.5504,779.5569,,Target,,0
not found ,,775.535,777.5412,"MGDG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))_5.129",5.129,6465828,8076250,6232196.5,8737200,6155770.5,9232691,5761897,5671703,7214745,7762062.5,6500391,6282258,6264785,8343621.5,5350349.5,6382175,6851299.5,7484267,8350655.5,7157569.5,6445516.5,4669542,5594581,6487259.5,5720761.5,8693203,5953430,5619842,5795217.5,22.624403,22.945253,22.57131,23.058739,22.553507,23.13832,22.458113,22.43535,22.782516,22.888008,22.632095,22.582851,22.578833,22.992243,22.351202,22.605618,22.707947,22.83543,22.993458,22.771038,22.619864,22.154848,22.415598,22.629177,22.447775,23.051456,22.50529,22.422098,22.46643,"MGDG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))_5.129",5.279967,775.535,777.5412,,Target,,0
not found ,,771.505,773.5095,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/16:3(7Z,10Z,13Z))_1.683",1.683,77248.03,75309.836,76725.945,76509.72,85401.664,77938.64,82307.8,76859.305,76071.69,85090.914,41011.227,80366.86,72015.75,67797.25,68103.23,29217.53,76883.99,74293.65,66248.82,74567.125,74086.805,65447.266,74917.31,83199.17,14336.706,88070.945,79764.34,72341.586,75159.09,16.237211,16.20055,16.227427,16.223356,16.381977,16.250051,16.328741,16.229933,16.215073,16.376719,15.323731,16.294313,16.136024,16.048939,16.055435,14.834546,16.230396,16.180952,16.015608,16.186253,16.17693,15.998045,16.193012,16.344282,13.807426,16.426378,16.283457,16.142538,16.19766,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/16:3(7Z,10Z,13Z))_1.683",1.8510166,771.505,773.5095,,Target,,0
not found ,,797.5191,799.5252,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))_4.32",4.32,126109.484,55665.836,79968.3,39896.1,81217.79,45962.586,51505.24,72749.086,65801.336,77848.875,81834.37,98708.68,54735.34,37034.246,56589.297,114110.07,65459.64,77603.88,36820.32,76099.125,47633.676,71102.64,130590.88,148755.64,128986.195,72450.52,67259.41,78498.18,122353.69,16.944317,15.764504,16.287142,15.28396,16.309507,15.488173,15.6524315,16.150642,16.005829,16.248388,16.32042,16.590889,15.740185,15.176572,15.788241,16.800066,15.998319,16.243841,15.168215,16.215591,15.539695,16.117615,16.994694,17.182585,16.976858,16.144709,16.037449,16.260372,16.900698,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))_4.32",4.38545,797.5191,799.5252,,Target,,0
not found (duplicate cmpd),,797.5196,799.5265,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))_4.412",4.412,123458.85,57086.8,75968.305,40424.945,78125.07,43195.367,70057.305,72749.086,66008.28,77848.875,77816.414,92235.91,51093.285,38072.457,52816.35,114110.07,63339.45,77652.945,41854.004,76139.44,56608.742,66375.82,136104.6,151531.52,129864.51,92332.48,64813.258,78296.08,120365.64,16.913671,15.80087,16.21311,15.3029585,16.253498,15.398589,16.096249,16.150642,16.010359,16.248388,16.247787,16.493042,15.640846,15.216459,15.688698,16.800066,15.950817,16.244753,15.353078,16.216356,15.788738,16.01837,17.054358,17.209259,16.986649,16.49455,15.984001,16.25665,16.877064,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))_4.412",4.38545,797.5196,799.5265,,Target,,0
not found ,,285.1677,286.1708,Minwanensin_1.022,1.022,170853,6048.484,131505.8,128149.336,21050.39,27810.008,28772.1,33120.453,35850.3,56063.05,34688.664,40917.668,50815.137,95114.25,100172.58,117888.87,65966.01,89077.266,45221.434,93259.68,6289.7656,26089.11,37701.72,52094.03,65782.09,20187.156,25254.43,126005.61,31909.135,17.382397,12.562357,17.004766,16.967466,14.36156,14.763317,14.812383,15.015435,15.129698,15.774763,15.082177,15.3204365,15.632971,16.537374,16.612127,16.847069,16.009436,16.44277,15.464719,16.508965,12.618791,14.671161,15.202343,15.66883,16.005407,14.30115,14.6242485,16.943129,14.961681,Minwanensin_1.022,0.9151,285.1677,286.1708,,Target,,0
not found ,,561.3411,563.3544,Montanin_1.293,1.293,30656.268,59008.4,16246.896,32790.31,46594.504,37920.734,83190.65,18503.055,33894.137,25020.555,72355.66,48660.305,27960.502,19393.834,12381.1045,92993.66,40916.082,30849.27,29054.281,24296.629,39897.703,34456.72,175868.62,16506.898,52312.117,52828.25,17691.482,34053.664,51133.11,14.903894,15.848633,13.987876,15.000981,15.507873,15.210699,16.344133,14.175476,15.048747,14.610826,16.142818,15.570457,14.771103,14.24331,13.595852,16.504845,15.320381,14.912949,14.826464,14.568469,15.2840185,15.072497,17.424139,14.010781,15.674858,15.689022,14.110767,15.055522,15.641971,Montanin_1.293,1.6605166,561.3411,563.3544,66583-55-9,Target,,0
found  ,,575.5044,576.5075,Montecristin_3.277,3.277,434279.84,297548.22,465709.06,371828.3,448498.28,288647.4,380450.78,432090.66,368185.56,287839.66,360143.8,556615.4,342814.53,261704.52,335890.16,586049.94,312296.06,365484.66,292501.2,314324.38,273379.7,361929.72,467174.56,506952.1,487287.62,433969.88,400244,325498.4,547303.94,18.728266,18.182764,18.82907,18.504276,18.774744,18.138948,18.537352,18.720974,18.490074,18.134907,18.458214,19.08632,18.387068,17.99758,18.35763,19.160664,18.252554,18.479452,18.158083,18.261896,18.060547,18.465351,18.833603,18.951488,18.894415,18.727234,18.610521,18.31229,19.061983,Montecristin_3.277,3.2838833,575.5044,576.5075,185336-15-6,Target,,0
not found ,,575.5042,576.5073,Montecristin_4.032,4.032,416539.97,41792.277,45197.16,40036.793,27739.947,23763.08,59058.926,41880.902,19683.807,30795.576,26067.477,77058.76,54923.145,19236.145,40376.688,58716.74,24696.781,35711.984,312759.56,23328.066,22746.713,44809.668,62940.55,29976.299,43929.406,59020.87,52876.707,54493.5,60620.57,18.668095,15.350948,15.4639435,15.289039,14.759678,14.536434,15.849868,15.354004,14.264721,14.910435,14.669963,16.233671,15.745128,14.231533,15.301234,15.841484,14.592036,15.124122,18.254694,14.509779,14.473371,15.451523,15.941702,14.871535,15.422899,15.848937,15.690345,15.733797,15.887519,Montecristin_4.032,4.0458665,575.5042,576.5073,185336-15-6,Target,,0
not found ,,575.504,576.5079,Montecristin_4.206,4.206,430619.66,44107.9,52103.668,37331.07,27739.947,41608.082,54740.492,36455.812,20663.898,23993.994,24698.92,67546.44,40222.715,19796.746,38671.78,58189.938,22057.037,35678.758,16674.635,21978.562,22746.713,43398.21,53547.953,29976.299,44242.336,60199.05,53397.727,60850.88,58766.58,18.716055,15.428749,15.669097,15.188089,14.759678,15.344576,15.740321,15.153862,14.3348255,14.550385,14.592159,16.04359,15.295723,14.272975,15.238994,15.828483,14.428951,15.122777,14.025368,14.423809,14.473371,15.405347,15.708545,14.871535,15.43314,15.877454,15.704492,15.892991,15.842709,Montecristin_4.206,4.0458665,575.504,576.5079,185336-15-6,Target,,0
not found ,,575.5041,577.5123,Montecristin_4.989,4.989,1343.215,5543.227,3763.0967,61833.164,27281.799,20167.672,43793.703,92028.734,8433.719,6849.2744,1846.3073,16138.167,3416.5317,11349.025,1897.0593,2393.1616,4701.223,31830.398,4939.208,30726.053,1504.1875,62435.273,95289.516,4458.2104,88014.01,19823.418,37168.18,32393.287,4449.373,10.391475,12.43651,11.877706,15.916093,14.735651,14.299758,15.418436,16.489798,13.041953,12.741735,10.850427,13.9781885,11.738317,13.470281,10.889549,11.224702,12.19882,14.958118,12.270063,14.907175,10.554769,15.930073,16.54003,12.12225,16.425446,14.274918,15.181781,14.983408,12.119387,Montecristin_4.989,5.42905,575.5041,577.5123,185336-15-6,Target,,0
