Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
not found ,,587.4667,588.4702,DG(16:1n7/0:0/18:4n3)_3.553,3.553,12857.581,4737.6274,21819.791,288789.4,3734.2908,105886.16,11320.923,89790.695,20369.271,36859.496,5668.3623,53710.637,6156.0737,4598.545,6261.6646,58075.51,40009.105,866.3159,5040.717,46345.84,1527.0637,5746.0405,13356.503,9301.006,28081.06,16689.336,269492.06,217688.34,6539.7603,13.6503315,12.2099495,14.41335,18.139658,11.866618,16.692154,13.466703,16.454277,14.314106,15.169749,12.468716,15.712919,12.587795,12.166962,12.612331,15.825643,15.288041,9.75875,12.299414,15.500153,10.576545,12.488353,13.705255,13.18317,14.777309,14.026639,18.039883,17.731905,12.675022,DG(16:1n7/0:0/18:4n3)_3.553,3.9050667,587.4667,588.4702,,Target,,0
not found ,,609.4521,610.456,DG(18:4n3/0:0/18:4n3)_2.813,2.813,89226.266,85669.695,98605.61,59895.332,47342.805,153338.06,187097.66,151328.17,149757.45,138175.31,280845.06,89326.086,272077.38,223846.12,229129.4,189552.2,400080.03,129587.89,252325.75,213423.33,156356.69,235238.83,50878.977,83428.3,102224.19,45907.85,127938.305,55031.723,8496.302,16.44518,16.386497,16.589382,15.870156,15.530857,17.226357,17.513432,17.207321,17.192268,17.076141,18.099415,16.446795,18.053658,17.772148,17.805803,17.532236,18.609928,16.983572,17.94493,17.70336,17.254482,17.843767,15.634782,16.34825,16.641376,15.486453,16.965088,15.747975,13.052619,DG(18:4n3/0:0/18:4n3)_2.813,2.7455168,609.4521,610.456,,Target,,0
not found ,,693.5442,695.55,DG(22:2n6/0:0/18:3n3)_5.541,5.541,31057.742,32100.21,19329.055,82069.016,24094.852,6313.4287,16421.182,19138.023,1.00E-05,30558.262,46507.23,25263.87,10507.268,49826.883,64697.01,21046.059,7446.8374,7135.921,88553.09,19150.422,15039.748,70913.26,24843.812,14654.864,24876.611,20818.92,7041.4062,22685.283,12450.59,14.922665,14.970294,14.238483,16.32455,14.556437,12.6242075,14.00327,14.2241535,-16.60964,14.899275,15.505167,14.624788,13.3591,15.604636,15.981411,14.361262,12.8624115,12.800883,16.434256,14.225088,13.876493,16.113768,14.600599,13.839091,14.602502,14.345608,12.781648,14.469469,13.603927,DG(22:2n6/0:0/18:3n3)_5.541,5.37935,693.5442,695.55,,Target,,0
not found ,,617.5121,618.5154,"DG(22:4(7Z,10Z,13Z,16Z)/14:0/0:0)_6.733",6.733,526094.3,1848848.6,1223755.6,511607.97,1396506,1049465.2,1590175.8,1110420.1,484796.34,800866.1,1014200.4,1499366.8,1371182,516002.3,932910.1,1119151.8,1022845.2,786101.3,784137.7,764978.25,1077717.9,1470542.8,665501.8,816999.06,1156073.9,1409401.8,1003420.44,1736167.9,1635113,19.004963,20.818195,20.222883,18.96468,20.41339,20.001223,20.600754,20.082674,18.887018,19.6112,19.95191,20.515923,20.386988,18.977018,19.831379,20.093973,19.964155,19.584354,19.580748,19.54506,20.039547,20.487917,19.344084,19.639975,20.140802,20.426651,19.936495,20.727476,20.640959,"DG(22:4(7Z,10Z,13Z,16Z)/14:0/0:0)_6.733",6.7211165,617.5121,618.5154,,Target,,0
not found ,,693.5442,695.5522,DG(22:4n6/0:0/20:4n3)_6.641,6.641,261651.78,103208.72,35128.242,64879.41,47292.953,73180.14,52405.383,37525.55,163933.62,41941.85,25241.727,42645.496,56485.8,182268.3,48257,28633.678,36262.8,17400.535,35753.543,36026.324,39287.7,80419.03,26821.008,32744.74,22618.545,41576.98,38910.53,61403.57,55013.906,17.997288,16.655207,15.100344,15.985474,15.529337,16.159164,15.677428,15.195586,17.322752,15.356102,14.623523,15.380106,15.785601,17.475704,15.558451,14.805425,15.146202,14.086844,15.125798,15.136764,15.26179,16.295248,14.711076,14.998976,14.465219,15.343497,15.247873,15.906035,15.747509,DG(22:4n6/0:0/20:4n3)_6.641,6.6383,693.5442,695.5522,,Target,,0
found  ,,615.4965,616.4995,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:0/0:0)_6.356",6.356,393757.47,1285671.5,463425.53,500131.6,645478.9,1130330.4,709079.7,404640.8,401726.22,503828.25,555948.6,956037.56,585279.2,306002.7,393099.44,543553.7,589014.06,438751.8,580339.94,590076.25,325270.75,633073.3,355025,460600.34,374557.25,976564.4,516862.7,526278.5,442402.28,18.586948,20.29409,18.821978,18.931948,19.30001,20.108313,19.435589,18.626282,18.615854,18.942572,19.08459,19.866709,19.158766,18.223185,18.584534,19.052063,19.167942,18.743044,19.146538,19.170542,18.311281,19.272013,18.437561,18.813156,18.514826,19.897356,18.979422,19.005466,18.755,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:0/0:0)_6.356",6.3484,615.4965,616.4995,,Target,,0
not found ,,643.5281,644.5314,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0)_6.828",6.828,267437.8,3784751.5,2979459.8,1726380,3512066.8,2495876.5,803338.9,3709424,1214948.2,2068532.4,2972055,3821693.5,547979.25,278947.12,453921.28,613350.06,2458419.5,1798676.2,1393120.8,452234.75,461131.28,3664403,1851514.6,400223.75,3820383.8,2989750.5,2889434,4337182.5,3611354.8,18.028843,21.851767,21.506618,20.719318,21.743889,21.251114,19.615648,21.822763,20.212463,20.980175,21.503029,21.86578,19.063763,18.089632,18.792082,19.22635,21.2293,20.778503,20.40989,18.786713,18.814817,21.805147,20.820274,18.610447,21.865286,21.511595,21.462357,22.048326,21.784107,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0)_6.828",6.8702,643.5281,644.5314,,Target,,0
not found ,,641.5134,642.5164,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)_6.509",6.509,1901999.5,5229411.5,2469870.5,1983855.8,3692304.8,4098313.2,2703600.2,2386582.8,2167729.8,3008387.5,3016211.2,4405822.5,3125755.8,1288242.8,1759263.6,2965846.2,3180541.8,2443760.2,2172971,2794476.5,1545716.8,3308722.5,2052986.4,1952490.2,2408395.2,3599799.8,3265153.8,3090309.2,2153905.8,20.859085,22.318218,21.236004,20.919876,21.81609,21.966599,21.366451,21.186516,21.047754,21.52056,21.524305,22.07098,21.575773,20.296972,20.74654,21.500011,21.600842,21.22067,21.051237,21.414146,20.559845,21.657843,20.969294,20.896885,21.19964,21.779486,21.63872,21.55932,21.038523,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)_6.509",6.3981,641.5134,642.5164,,Target,,0
not found ,,931.5423,933.5504,"DGDG(18:5(3Z,6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))_3.241",3.241,1566360.1,1497063,1560425.6,1418912.6,1533352.6,1381441.2,1456608.2,1582900.5,1526650.4,1654486.8,1502944.5,1487419.8,1536953.6,1481065.4,1495046.6,1490309.4,1517240.8,1487420.8,1494062.1,1540556.9,1575716,1507917,481821.06,64795.598,83083.81,1511112.9,93216.84,1619414.4,414998.53,20.578985,20.513704,20.57351,20.436354,20.548258,20.397741,20.47418,20.59414,20.541939,20.657951,20.51936,20.50438,20.551641,20.498203,20.511759,20.507181,20.533018,20.504381,20.510809,20.555021,20.587576,20.524126,18.878138,15.983608,16.34228,20.52718,16.508305,20.62704,18.662746,"DGDG(18:5(3Z,6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))_3.241",3.7477,931.5423,933.5504,,Target,,0
not found ,,573.4877,574.4906,Dieporeticenin_2.683,2.683,30568.36,27648.816,31835.098,15329.895,12329.6455,32030.174,22429.846,39412.1,17559.076,13674.869,79140.57,29472.752,31156.244,61270.895,20056.016,24873.023,19237.57,13318.482,81095.5,17036.535,18818.639,30343.525,14310.473,23531.752,31805.74,34411.727,6175.626,22196.535,8304.305,14.899752,14.75493,14.95833,13.904059,13.589844,14.967144,14.453132,15.266351,14.099929,13.73924,16.272131,14.847095,14.927234,15.902914,14.291747,14.602294,14.231639,13.701142,16.307335,14.056344,14.199874,14.889101,13.804783,14.522321,14.957,15.070613,12.59237,14.438046,13.019644,Dieporeticenin_2.683,2.6792667,573.4877,574.4906,160544-67-2,Target,,0
not found ,,573.4885,575.497,Dieporeticenin_2.954,2.954,186819.48,4494.808,129062.87,15185.778,14393.361,64480.547,31270.807,10081.1045,20350.393,13677.39,73693.35,10704.27,15068.159,61426.965,47327.965,25120.46,13905.228,13105.285,23386.309,13903.572,5001.9175,7242.3584,2104.8623,22914.35,45865.3,25912.943,16623.182,24669.209,40517.16,17.511286,12.134044,16.977715,13.890433,13.813115,15.976576,14.9325285,13.299366,14.312769,13.739506,16.169247,13.385898,13.879216,15.906585,15.530405,14.616575,13.763339,13.677861,14.513376,13.763167,12.288265,12.822244,11.03951,14.483963,15.485116,14.661385,14.020909,14.590424,15.306246,Dieporeticenin_2.954,2.6792667,573.4885,575.497,160544-67-2,Target,,0
not found ,,573.4891,575.499,Dieporeticenin_4.58,4.58,11796.234,12049.621,4137.519,394773.75,72311.93,9684.636,8498.576,49265.26,16325.3125,4696.004,6107.062,15615.722,8854.843,6388.4243,9910.695,33754.676,26541.26,10205.719,45335.73,4559.45,9042.468,21511,5277.263,5996.952,12655.183,16190.022,9618.701,101335.44,6621.331,13.526039,13.556701,12.01455,18.590668,16.141947,13.241482,13.053006,15.588284,13.9948225,12.197217,12.576263,13.930712,13.11225,12.641245,13.274771,15.0428,14.69595,13.31709,15.46836,12.154644,13.142502,14.392786,12.365575,12.5500145,13.62744,13.982817,13.2316265,16.62878,12.692905,Dieporeticenin_4.58,4.029317,573.4891,575.499,160544-67-2,Target,,0
not found ,,593.4566,594.4603,Dihydro-beta-sitosteryl ferulate_2.729,2.729,62168.72,22101.693,38537.58,72117.336,26269.123,20204.168,72840.08,25948.898,25550.643,30568.25,43893.03,53168.6,28388.008,24426.219,71914.59,23951.66,33219.367,35986.63,53136.86,31821.836,27772.49,32733.93,19312.787,77624.016,35754.695,28763.127,53593.67,61873.316,24238.906,15.923902,14.4318695,15.233978,16.138058,14.68108,14.302364,16.152445,14.663385,14.641071,14.899746,15.421705,15.698287,14.7929945,14.576143,16.133997,14.547837,15.019737,15.135174,15.697425,14.957728,14.761369,14.9985,14.237268,16.244215,15.125845,14.811933,15.709774,15.91703,14.565038,Dihydro-beta-sitosteryl ferulate_2.729,2.7703667,593.4566,594.4603,,Target,,0
not found ,,573.4651,574.4685,Dihydroxylycopene/ OH-Rhodopin_4.945,4.945,35461.5,1.00E-05,21866.195,185557.78,1.00E-05,15358.786,1.00E-05,27669.977,38041.16,7515.9,74441.016,10976.7705,21025.76,1.00E-05,185946.73,38292.93,6260.7646,4808.496,14592.35,7582.6665,1.00E-05,1.00E-05,1.00E-05,48319.742,12759.384,11942.058,11859.353,11903.415,88284.58,15.113966,-16.60964,14.416414,17.501509,-16.60964,13.906777,-16.60964,14.756034,15.215274,12.8757305,16.18381,13.422166,14.35987,-16.60964,17.50453,15.224791,12.6121235,12.23137,13.832925,12.88849,-16.60964,-16.60964,-16.60964,15.560326,13.639271,13.543764,13.533737,13.539088,16.429874,Dihydroxylycopene/ OH-Rhodopin_4.945,4.029317,573.4651,574.4685,,Target,,0
not found ,,551.4258,552.4286,Echinenone_3.289,3.289,113269.59,11334.683,8438.098,11330.053,99525.84,11980.018,15274.286,132117.39,170524.22,137424.34,184799.28,16636.713,132976.31,121419.87,128402.664,133126.33,156796.12,154262.9,16443.598,116079.06,129830.9,16446.613,26621.148,10430.611,20045.883,12848.375,8753.773,14885.0205,18999.025,16.789402,13.468456,13.042702,13.467866,16.602783,13.548342,13.898818,17.01146,17.379618,17.068277,17.4956,14.022082,17.02081,16.889647,16.970316,17.022436,17.25853,17.235033,14.005238,16.824747,16.986273,14.005504,14.700286,13.3485365,14.2910185,13.649299,13.095689,13.861573,14.213638,Echinenone_3.289,2.7869334,551.4258,552.4286,432-68-8,Target,,0
not found ,,657.4355,658.4377,Enalkiren_3.446,3.446,35579.188,55295.19,61335.047,47049.875,29504.742,78887.73,119374.35,36062.773,33800.746,19435.145,41379.297,25614.203,46146.695,24785.215,64008.57,34451.56,62120.023,34048.63,50734.19,49011.63,34569.703,39338.316,93544.45,96339.31,71261.09,53589.332,71267.61,74597.34,40346.23,15.118746,15.754867,15.904425,15.521903,14.848659,16.267513,16.865133,15.138223,15.044767,14.24638,15.336621,14.644657,15.493939,14.597193,15.965978,15.072282,15.9227705,15.055309,15.630671,15.580837,15.077221,15.263647,16.513365,16.555838,16.120827,15.709658,16.120958,16.186836,15.300146,Enalkiren_3.446,3.4578166,657.4355,658.4377,113082-98-7,Target,,0
not found ,,331.1886,332.1924,Forrestiin A_1.178,1.178,123428.73,51089.93,84766.57,475389,75555.125,32119.36,199492.89,207222.3,32892.96,65647.23,28696.729,227228.25,91371.71,33503.145,57008.92,58632.082,103677.18,123408.97,107149,69532.5,51597.562,19678.986,186648.97,134221.5,144592.75,204347.22,269056.44,67963.98,144973.22,16.913319,15.640752,16.371208,18.85875,16.205242,14.971156,17.605978,17.66082,15.005492,16.002447,14.808599,17.793783,16.47946,15.032009,15.7989,15.839402,16.661737,16.913088,16.709259,16.0854,15.655015,14.264368,17.509968,17.034256,17.141636,17.640663,18.037548,16.052483,17.145426,Forrestiin A_1.178,1.36235,331.1886,332.1924,163597-22-6,Target,,0
not found ,,757.4497,774.4707,Gambierol_2.878,2.878,15639.056,40613.547,39572.66,5368.4307,3950.6492,31813.592,59512.473,4024.2378,71582.84,60676.754,68489.16,6075.0264,53675.47,45328.203,37316.008,60429.04,64002.89,63725.56,52999.47,45819.37,35898.992,55930.168,50354.09,40518.145,57511.766,7733.584,44844.184,48038.9,52775.47,13.932866,15.309674,15.272216,12.3902855,11.947874,14.9573555,15.860905,11.9745,16.127327,15.888857,16.06359,12.568675,15.711976,15.468121,15.187508,15.882954,15.96585,15.959584,15.69369,15.483669,15.131656,15.771338,15.619821,15.30628,15.811569,12.916922,15.452633,15.551915,15.68758,Gambierol_2.878,2.4225,757.4497,774.4707,146763-62-4,Target,,0
not found ,,437.3392,438.3424,Ganoderal A_2.53,2.53,20324.842,40031.79,21106.926,20686.697,23638.596,649751.3,955465.4,654326.44,819630.1,37331.43,1524995.4,29225.766,1217076.6,1067558.8,941688.06,863752.8,2152009,31147.572,1325903,996530.9,713004.9,993988.6,14017.863,26497.98,22051.266,18398.61,107059.445,24970.207,22911.105,14.310957,15.288858,14.365429,14.336416,14.528856,19.309528,19.865845,19.31965,19.644613,15.188103,20.540373,14.834953,20.214989,20.025885,19.844889,19.720259,21.037252,14.926832,20.338545,19.926556,19.443552,19.922869,13.77498,14.693595,14.428574,14.167309,16.708052,14.60792,14.48376,Ganoderal A_2.53,1.9504,437.3392,438.3424,104700-98-3,Target,,0
not found ,,567.3668,545.3832,Ganoderic acid Mj_2.334,2.334,171494.55,206272.67,204806.19,185933.62,274402.94,170388.28,258786.34,231590.08,240606.94,229551.89,230560.69,162117.25,233048.97,311149.34,172173.56,165483.77,281422.12,171910.34,250382.8,285342.3,157197.14,203960.27,3453762.8,172518.98,276426.88,216793.84,166609.25,211275.31,222203.56,17.387804,17.654194,17.6439,17.504429,18.065937,17.378468,17.981403,17.821213,17.876318,17.80846,17.814787,17.306677,17.830275,18.247248,17.393503,17.33633,18.102377,17.391296,17.933775,18.122335,17.262215,17.637928,21.719738,17.396397,18.076538,17.725964,17.34611,17.688765,17.761522,Ganoderic acid Mj_2.334,2.4390666,567.3668,545.3832,110024-15-2,Target,,0
not found ,,373.2526,374.256,Gentian Violet_1.292,1.292,66879.016,31109.455,61159.18,86102.75,30336.217,59837.074,20379.137,17844.35,19991.865,35546.656,26602.588,75444.65,19200.152,41462.598,63227.57,26566.494,24716.928,15452.517,36618.42,41334.895,17858.17,35949.12,56066.977,77039.516,94263.016,53458.65,69237.2,112038.875,242609.22,16.029266,14.925066,15.900282,16.393772,14.888754,15.8687525,14.314805,14.123179,14.287126,15.117426,14.699279,16.20313,14.22883,15.339523,15.948266,14.697321,14.593212,13.915554,15.160281,15.3350725,14.124297,15.133668,15.774863,16.23331,16.524405,15.706136,16.07926,16.77364,17.888275,Gentian Violet_1.292,1.1304333,373.2526,374.256,14426-25-6,Target,,0
not found ,,463.3557,464.359,Ginsenoyne L_2.557,2.557,33828.48,32704.246,41171.15,21441.186,35626.855,62297.14,95854.19,78253.03,30921.607,261896.2,11499.15,87850.445,127395.38,112652.94,11786.543,52111.062,142188.2,11638.398,91479.92,25736.795,88515.31,28924.746,75878.76,19835.566,18528.904,11638.457,8635.864,11524.101,32348.61,15.04595,14.9971895,15.329346,14.388098,15.120678,15.926879,16.548553,16.25586,14.916327,17.998634,13.489239,16.422762,16.958954,16.781525,13.524853,15.669302,17.117443,13.506605,16.481167,14.651545,16.43364,14.820016,16.211409,14.275803,14.17749,13.506612,13.076124,13.492367,14.981416,Ginsenoyne L_2.557,2.4225,463.3557,464.359,,Target,,0
not found ,,317.1587,318.1624,"Glucosyl (E)-2,6-Dimethyl-2,5-heptadienoate_0.868",0.868,5037806.5,3521158,4425981,907591.7,59978.727,46816.516,1324977.6,1453360.5,22236.805,254441.66,54043.293,5790667.5,118470.625,72415.445,65509.914,111845.4,73082.586,37908.906,82350.5,14486.658,58152.938,8862.111,4749417.5,2556227.8,2292001,3020167.2,2723154,4870966,4252831,22.264364,21.74762,22.077566,19.791683,15.872163,15.5147295,20.337536,20.47096,14.440662,17.956976,15.721828,22.465298,16.85417,16.14401,15.999426,16.771147,16.15724,15.210249,16.32949,13.822437,15.827564,13.113435,22.17932,21.285585,21.128176,21.526197,21.376848,22.215776,22.019993,"Glucosyl (E)-2,6-Dimethyl-2,5-heptadienoate_0.868",1.0062,317.1587,318.1624,261949-43-3,Target,,0
not found ,,613.4836,614.4867,Glyceryl linolenate II_3.796,3.796,78820.31,4128.546,83985.9,12365.144,77755.98,38699.777,65012.73,11443.489,55502.28,54614.75,60380.48,13329.233,56444.26,9690.379,64543.613,78671.61,53623.03,47925.355,23874.195,61751.95,50741.31,48919.043,73876.51,99011.35,3841.0488,9697.682,78870.266,61495.285,74654.66,16.26628,12.011418,16.35786,13.593991,16.246666,15.240038,15.988435,13.48224,15.760259,15.737002,15.881794,13.702307,15.784539,13.242338,15.977986,16.263556,15.710566,15.548502,14.543164,15.914197,15.630873,15.578109,16.172827,16.595306,11.907285,13.243423,16.267193,15.908189,16.187944,Glyceryl linolenate II_3.796,3.5323668,613.4836,614.4867,,Target,,0
not found ,,613.481,614.4847,Glyceryl linolenate II_5.987,5.987,42415.043,144749.19,66482.05,67552.64,99868.35,115074.54,91765.086,61306.48,51226.152,84248.47,76177.43,90008.5,90476.914,44577.184,59524.83,82712.85,89509.836,61544.684,68320.375,68341.39,53922.84,79774,56490.625,42279.855,57173.934,82010.06,69779.15,92498,53627.32,15.372288,17.143196,16.020678,16.043724,16.60774,16.81221,16.485659,15.903751,15.644593,16.362364,16.217077,16.457773,16.465263,15.444017,15.861204,16.335825,16.449759,15.909348,16.060028,16.060472,15.718609,16.28363,15.785724,15.367683,15.80307,16.323513,16.090508,16.497135,15.710681,Glyceryl linolenate II_5.987,5.8928666,613.481,614.4847,,Target,,0
not found ,,471.3476,472.3509,Glycyrrhetic acid_1.898,1.898,41228.85,27368.045,15509.861,7421.6704,41559.664,77751.7,34564.42,76629.25,91638.65,80991.65,60954,94466.67,28728.18,16610.15,28032.484,54017.098,100753.12,41268.08,31315.07,29410.771,29202.172,220962.9,70653.2,25108.258,83769.9,45097.656,28229.775,36265.875,85210.3,15.3313675,14.740205,13.9208975,12.857528,15.342897,16.246586,15.077001,16.225607,16.48367,16.305485,15.895433,16.527517,14.810179,14.019778,14.774812,15.721128,16.620464,15.332739,14.934568,14.844056,14.833789,17.753445,16.108467,14.615874,16.354143,15.460764,14.78493,15.146325,16.37874,Glycyrrhetic acid_1.898,1.8510166,471.3476,472.3509,471-53-4,Target,,0
not found ,,845.5372,847.5435,Halstoctacosanolide A_5.536,5.536,210345.9,319065.9,233277.62,139001.05,31374.613,237272.94,141328.2,256787.9,193407.38,257338.97,209096.55,129801.16,261234.38,269459.38,268935.6,217559.53,144531.61,120477.17,148418.06,142472.88,313082.62,226721.56,120137.29,280245.72,33593.67,109888.01,296015.5,26959.56,180336.17,17.682404,18.283495,17.831688,17.084736,14.937309,17.856188,17.10869,17.970219,17.561283,17.97331,17.67381,16.985943,17.994986,18.03971,18.036901,17.73105,17.141026,16.8784,17.179308,17.120329,18.256184,17.790562,16.874325,18.096333,15.035902,16.745674,18.175314,14.718509,17.46033,Halstoctacosanolide A_5.536,5.42905,845.5372,847.5435,,Target,,0
not found ,,609.2717,610.275,Harderoporphyrin_1.855,1.855,121633.51,88559.17,109370.45,75051.234,98803.08,82645.91,96697.6,116029.86,93226.62,86349.414,91458.8,102152.15,102517.28,72577.81,106429.66,111635.55,92579.31,87782.26,72929.71,93312.305,91624.555,94732.195,34533,125831.12,121509.36,116367.195,101187.22,114019.12,123555.31,16.892181,16.434355,16.738863,16.19559,16.592268,16.334656,16.561192,16.824137,16.508453,16.3979,16.480835,16.64036,16.645508,16.14724,16.69954,16.768436,16.498402,16.421642,16.154219,16.50978,16.483446,16.531567,15.075688,16.94113,16.890707,16.828325,16.626667,16.798916,16.914797,Harderoporphyrin_1.855,1.9007167,609.2717,610.275,30783-27-8,Target,,0
not found ,,473.3635,474.3665,Hederagenin_2.748,2.748,58084.895,28322.11,87599.54,30104.752,23168.643,8086.7573,11869.488,48167.473,11559.516,41092.355,42268.13,7667.4053,8836.428,6814.677,15634.037,61797.043,31485.361,14223.413,7282.233,5721.4023,12600.836,49129.457,13011.038,7615.737,1.00E-05,5803.32,33475.504,69863.59,6767.3193,15.825875,14.789641,16.418636,14.877703,14.4998865,12.981345,13.53497,15.555772,13.496794,15.326582,15.367283,12.904523,13.109247,12.734429,13.932403,15.91525,14.942393,13.79598,12.830166,12.482153,13.621232,15.5843,13.667449,12.894768,-16.60964,12.502663,15.030819,16.092253,12.724369,Hederagenin_2.748,2.1906,473.3635,474.3665,465-99-6,Target,,0
not found ,,583.4335,584.4364,Hericene B_4.225,4.225,17518.316,18438.494,39185.434,8308.095,14064.431,147117.23,53075.82,26032.1,36142.68,9603.899,33577.465,64245.836,10386.509,45587.24,64731.37,14535.364,9452.703,10835.552,96218.55,7519.2944,22104.512,22899.63,19740.105,66072.86,26847.227,46280.914,66801.445,37270.473,24223.467,14.096576,14.170433,15.25803,13.020302,13.779763,17.166607,15.695766,14.668004,15.141416,13.229404,15.035206,15.971314,13.342423,15.476341,15.982177,13.82728,13.206511,13.403484,16.554028,12.876381,14.432054,14.483037,14.268842,16.01177,14.712485,15.49813,16.027592,15.185746,14.564118,Hericene B_4.225,4.2363667,583.4335,584.4364,157207-55-1,Target,,0
not found ,,571.3973,572.4002,Hericenone C_2.494,2.494,232620.7,143621.64,253303.66,141804.28,115186.86,369347.97,531277.5,396206.3,446524.4,382377.72,834149.3,272176.97,704861.4,561884.6,566076.56,520982.25,1120172.5,316089.72,673291.5,542669.75,385635.4,654140.25,136906.7,185191.36,270505.1,107978.26,326092.75,168368.06,143306,17.82762,17.131914,17.950508,17.11354,16.813618,18.494621,19.019106,18.595892,18.76838,18.54464,19.669947,18.054186,19.42698,19.099915,19.110638,18.990875,20.09529,18.269974,19.36087,19.049715,18.556879,19.31924,17.062834,17.498657,18.045296,16.72038,18.314922,17.36126,17.12874,Hericenone C_2.494,2.6047168,571.3973,572.4002,137592-03-1,Target,,0
not found ,,599.4297,601.4377,Hericenone D_3.717,3.717,88046.83,29841.695,80165.57,51726.133,42847.12,31948.85,45999.754,7836.4316,1642.6703,3336.825,5694.913,6782.858,18386.514,12746.266,44555.64,7026.0444,4596.267,1413.068,47506.586,21524.068,21764.873,6302.005,11849.016,72596.93,9253.054,13420.353,57003.797,88322.33,4935.3813,16.425983,14.865043,16.290695,15.658607,15.38691,14.963475,15.489338,12.935981,10.681828,11.70426,12.475458,12.727678,14.166361,13.637787,15.443321,12.778497,12.166246,10.464615,15.535839,14.393662,14.409714,12.621594,13.532479,16.147621,13.175714,13.712135,15.798771,16.43049,12.268947,Hericenone D_3.717,3.54065,599.4297,601.4377,137592-04-2,Target,,0
not found (the name exists but at wrong RT),,493.351,494.354,Homodolicholide_4.024,4.024,747623.56,460303.28,630167.5,468583.22,554053.1,2540326.5,243720.53,510489.97,154282.25,370799,741124.56,1400241.1,355949.4,586596.7,215860.52,378963.53,239139.9,368124.38,6205570.5,194966.66,397033.94,482965.12,518261.1,533291.5,1089150,1488787.6,321033.12,391266.62,839443.5,19.511953,18.812225,19.265375,18.837946,19.079664,21.276583,17.894867,18.961523,17.235212,18.500278,19.499357,20.417244,18.441313,19.16201,17.71974,18.531698,17.867495,18.489834,22.565132,17.572868,18.598904,18.88156,18.98332,19.024565,20.054771,20.505707,18.292362,18.577793,19.679073,Homodolicholide_4.024,4.0210333,493.351,494.354,86630-40-2,Target,,0
