"","Searched.by.ion","Product.Mass","QualifierMass","Compound","Retention.Time","report.results_GT_001_SBAQ_1.raw.","report.results_GT_001_SBAQ_10.raw.","report.results_GT_001_SBAQ_11.raw.","report.results_GT_001_SBAQ_12.raw.","report.results_GT_001_SBAQ_13.raw.","report.results_GT_001_SBAQ_14.raw.","report.results_GT_001_SBAQ_15.raw.","report.results_GT_001_SBAQ_16.raw.","report.results_GT_001_SBAQ_17.raw.","report.results_GT_001_SBAQ_18.raw.","report.results_GT_001_SBAQ_19.raw.","report.results_GT_001_SBAQ_2.raw.","report.results_GT_001_SBAQ_20.raw.","report.results_GT_001_SBAQ_21.raw.","report.results_GT_001_SBAQ_22.raw.","report.results_GT_001_SBAQ_23.raw.","report.results_GT_001_SBAQ_24.raw.","report.results_GT_001_SBAQ_25.raw.","report.results_GT_001_SBAQ_26.raw.","report.results_GT_001_SBAQ_27.raw.","report.results_GT_001_SBAQ_28.raw.","report.results_GT_001_SBAQ_29.raw.","report.results_GT_001_SBAQ_3.raw.","report.results_GT_001_SBAQ_4.raw.","report.results_GT_001_SBAQ_5.raw.","report.results_GT_001_SBAQ_6.raw.","report.results_GT_001_SBAQ_7.raw.","report.results_GT_001_SBAQ_8.raw.","report.results_GT_001_SBAQ_9.raw.","report.results_GT_001_SBAQ_1..Log2.normalized.","report.results_GT_001_SBAQ_10..Log2.normalized.","report.results_GT_001_SBAQ_11..Log2.normalized.","report.results_GT_001_SBAQ_12..Log2.normalized.","report.results_GT_001_SBAQ_13..Log2.normalized.","report.results_GT_001_SBAQ_14..Log2.normalized.","report.results_GT_001_SBAQ_15..Log2.normalized.","report.results_GT_001_SBAQ_16..Log2.normalized.","report.results_GT_001_SBAQ_17..Log2.normalized.","report.results_GT_001_SBAQ_18..Log2.normalized.","report.results_GT_001_SBAQ_19..Log2.normalized.","report.results_GT_001_SBAQ_2..Log2.normalized.","report.results_GT_001_SBAQ_20..Log2.normalized.","report.results_GT_001_SBAQ_21..Log2.normalized.","report.results_GT_001_SBAQ_22..Log2.normalized.","report.results_GT_001_SBAQ_23..Log2.normalized.","report.results_GT_001_SBAQ_24..Log2.normalized.","report.results_GT_001_SBAQ_25..Log2.normalized.","report.results_GT_001_SBAQ_26..Log2.normalized.","report.results_GT_001_SBAQ_27..Log2.normalized.","report.results_GT_001_SBAQ_28..Log2.normalized.","report.results_GT_001_SBAQ_29..Log2.normalized.","report.results_GT_001_SBAQ_3..Log2.normalized.","report.results_GT_001_SBAQ_4..Log2.normalized.","report.results_GT_001_SBAQ_5..Log2.normalized.","report.results_GT_001_SBAQ_6..Log2.normalized.","report.results_GT_001_SBAQ_7..Log2.normalized.","report.results_GT_001_SBAQ_8..Log2.normalized.","report.results_GT_001_SBAQ_9..Log2.normalized.","Compound.Name","Measured.Retention.Time","Product.Mass.1","QualifierMass.1","CASNumber","CompoundType","ISTDCompoundName","Mass.Column"
"54","not found",316.1395,317.1419,"Neosaxitoxin_1.59",1.59,1e-05,1e-05,1e-05,67454.51,1e-05,1e-05,1e-05,1e-05,44881.637,1e-05,1e-05,23798.34,1e-05,1e-05,1e-05,1e-05,21864.87,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,40417.688,1e-05,1e-05,1e-05,-16.60964,-16.60964,-16.60964,16.041626,-16.60964,-16.60964,-16.60964,-16.60964,15.453838,-16.60964,-16.60964,14.538572,-16.60964,-16.60964,-16.60964,-16.60964,14.416327,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,15.3027,-16.60964,-16.60964,-16.60964,"Neosaxitoxin_1.59",1.5769666,316.1395,317.1419,"64296-20-4","Target",NA,0
"55","not found",425.217,426.2236,"Nigakilactone H_8.243",8.243,151441.48,1955.4344,3172.36,2422.1594,233844.83,5787.086,1e-05,88987.59,36427.75,192145.25,224068.77,310092.62,3891.8452,1e-05,3558.7056,182939.27,1e-05,264815.12,4695.2964,2276.7532,1e-05,327568.8,2406.8657,3271.6726,1e-05,4109.392,2531.725,28304.521,135587.6,17.2084,10.933273,11.631341,11.242078,17.835192,12.498622,-16.60964,16.441317,15.15275,17.551838,17.77358,18.24234,11.926239,-16.60964,11.797136,17.481005,-16.60964,18.014626,12.197,11.152761,-16.60964,18.321438,11.23294,11.675813,-16.60964,12.004709,11.305904,14.788746,17.048866,"Nigakilactone H_8.243",8.28255,425.217,426.2236,"","Target",NA,0
"56","not found",382.1865,383.1888,"Petasitenine_8.262",8.262,1e-05,3663.7183,1670.8884,2157.8594,21011.324,962.9969,2393.3298,1e-05,1984.197,4564.986,15696.441,21644.29,3802.826,5866.891,761.5831,9853.678,1e-05,10148.223,1395.9497,2719.8347,1659.1847,3759.8552,1539.4745,1023.64526,30834.38,1e-05,1362.5752,1e-05,20540.234,-16.60964,11.839093,10.7064,11.075385,14.35888,9.911387,11.224803,-16.60964,10.954339,12.156394,13.938149,14.401699,11.892857,12.51838,9.572858,13.266447,-16.60964,13.308939,10.447031,11.409304,10.696259,11.876461,10.588222,9.9995,14.912252,-16.60964,10.41212,-16.60964,14.326164,"Petasitenine_8.262",NA,382.1865,383.1888,"60102-37-6","Target",NA,0
"57","not found",182.0811,165.0538,"Phenyl pyruvic acid_1.827",1.827,10700000,5485058,39500000,40200000,40300000,12500000,7217781,42300000,3462700.8,13500000,43400000,14500000,44800000,40200000,11100000,10200000,50900000,44300000,15900000,12300000,13600000,8944365,10900000,7390261,46400000,7893429,10800000,36900000,8737360,23.347622,22.387075,25.235142,25.261805,25.263313,23.576908,22.783123,25.332796,21.723465,23.683012,25.369755,23.791,25.417255,25.25908,23.40497,23.281187,25.600895,25.40087,23.918833,23.557085,23.70009,23.092548,23.380552,22.817194,25.468431,22.91222,23.366493,25.138899,23.058767,"Phenyl pyruvic acid_1.827",1.8384666,182.0811,165.0538,"156-06-9","Target",NA,0
"58","not found",459.1289,460.1311,"Phrymarolin-II_7.464",7.464,19594.812,42259.234,31456.912,28318.564,19086.178,23870.064,26630.09,21816.938,28861.322,16204.491,20137.635,21473.49,21521.883,24637.71,35871.86,26773.213,39130.855,21705.355,37427.67,37946.598,30780.816,23977.78,52416.137,38395.445,21315.818,51934.535,20417.785,22696.352,17720.791,14.258184,15.366979,14.941089,14.789461,14.220241,14.542914,14.70077,14.413161,14.81685,13.984106,14.297607,14.390268,14.393517,14.588581,15.130565,14.708503,15.25602,14.405764,15.191817,15.211682,14.909744,14.54941,15.677724,15.228648,14.379638,15.664407,14.317539,14.470173,14.113155,"Phrymarolin-II_7.464",7.462983,459.1289,460.1311,"23720-86-7","Target",NA,0
"59","not found",293.0996,294.1035,"Picrotoxinin_6.542",6.542,1e-05,43192.594,34839.51,1e-05,1e-05,94858.73,1e-05,1e-05,1e-05,1e-05,17886.695,1e-05,35003.86,1e-05,16408.027,1e-05,1e-05,30717.018,4943.9077,1e-05,66048.34,1e-05,40240.14,118245.43,1e-05,1e-05,63959.91,8700.516,1e-05,-16.60964,15.398497,15.088437,-16.60964,-16.60964,16.533493,-16.60964,-16.60964,-16.60964,-16.60964,14.1266,-16.60964,15.095227,-16.60964,14.002114,-16.60964,-16.60964,14.906751,12.271436,-16.60964,16.011236,-16.60964,15.296348,16.851423,-16.60964,-16.60964,15.96488,13.0868845,-16.60964,"Picrotoxinin_6.542",6.585467,293.0996,294.1035,"17617-45-7","Target",NA,0
"60","not found",293.0997,294.1032,"Picrotoxinin_7.784",7.784,74708.27,31010.943,10334.433,1e-05,58322.3,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,63624.355,1e-05,1e-05,1e-05,1e-05,1e-05,24816.047,132239.62,42201.344,1e-05,1e-05,28453.506,1e-05,50670.92,1e-05,1e-05,35814.297,16.18898,14.920489,13.335172,-16.60964,15.831759,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,15.957292,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,14.598986,17.012794,15.365002,-16.60964,-16.60964,14.796318,-16.60964,15.628871,-16.60964,-16.60964,15.128247,"Picrotoxinin_7.784",7.8355165,293.0997,294.1032,"17617-45-7","Target",NA,0
"61","not found",84.0808,NA,"Piperideine_1.202",1.202,98041.14,153749.4,75382.1,82552.836,110685.49,269349.62,168608.11,92469.48,89496.5,187289.22,115031.74,98982.94,106681,139411.02,82886.75,121677.23,180675.81,97904.19,191552.45,149481.48,245031.3,193511.14,86249.45,132261.73,122237.02,129671.37,395634,195659.16,138529.52,16.581099,17.23022,16.201933,16.33303,16.756105,18.03912,17.363316,16.49669,16.449543,17.514908,16.811672,16.594893,16.702944,17.088985,16.338854,16.8927,17.463043,16.579084,17.54738,17.189608,17.902607,17.562056,16.396227,17.013035,16.899323,16.9845,18.593807,17.577984,17.079834,"Piperideine_1.202",1.1713333,84.0808,NA,"","Target",NA,0
"62","not found",249.1123,250.1156,"Prenyl caffeate_8.458",8.458,1e-05,27984.977,35884.785,34795.8,51839.734,46896.047,25383.63,45452.43,62022.484,1e-05,1e-05,72440.16,36459.074,11135.178,52187.355,82095.49,62184.258,47668.58,41758.79,50310.863,58458.7,51001.31,44857.613,33623.69,39039.438,19444.402,23931.6,76721.22,23756.219,-16.60964,14.772365,15.131084,15.086625,15.661771,15.517179,14.631611,15.47207,15.920505,-16.60964,-16.60964,16.144503,15.15399,13.442837,15.671412,16.325016,15.924262,15.540751,15.3497925,15.618583,15.835131,15.638247,15.453065,15.03719,15.252645,14.247067,14.54663,16.227337,14.536017,"Prenyl caffeate_8.458",8.415,249.1123,250.1156,"","Target",NA,0
"63","not found",229.1183,230.122,"Prolylhydroxyproline_5.629",5.629,97390.34,106475.97,63578.926,43452.598,17818.537,26668.318,1e-05,21916.068,1441.1089,1e-05,1e-05,1e-05,37346.23,1e-05,52316.39,1e-05,4245.963,1e-05,61597.176,57558.297,59665.61,1e-05,1e-05,35437.805,3642.8115,1e-05,47172.34,31234.06,1e-05,16.571491,16.700169,15.956262,15.407155,14.121091,14.70284,-16.60964,14.419701,10.492964,-16.60964,-16.60964,-16.60964,15.188675,-16.60964,15.674974,-16.60964,12.051875,-16.60964,15.910576,15.812736,15.864613,-16.60964,-16.60964,15.113002,11.830836,-16.60964,15.525654,14.930832,-16.60964,"Prolylhydroxyproline_5.629",NA,229.1183,230.122,"18684-24-7","Target",NA,0
"64","not found",298.1149,299.1179,"Psicofuranine_5.828",5.828,597948.9,775569.6,759864.8,393842.25,643523.3,399666.38,332849.4,370700.6,475173.72,405271.7,458106.22,620409.25,324219.25,346130.53,634946.1,437826.47,434859.3,450038.72,425800.9,603851.44,542508.44,442704.2,788664,819615.44,461965,694963.1,627817.4,671907.4,549938.6,19.189663,19.564896,19.535383,18.58726,19.295633,18.608437,18.344511,18.499895,18.858095,18.628529,18.805323,19.24286,18.30661,18.400957,19.276276,18.74,18.730188,18.77969,18.69982,19.203835,19.049286,18.755983,19.58905,19.644588,18.817425,19.406578,19.259985,19.357903,19.06891,"Psicofuranine_5.828",5.8238335,298.1149,299.1179,"1874-54-0","Target",NA,0
"65","not found",298.115,299.1172,"Psicofuranine_6.066",6.066,95668.33,122697.74,150171.7,118519.914,81173.766,146669.16,99779.73,68361.89,106080.63,68247.62,81955.516,74135.62,84541.32,101541.26,142135.45,77717.72,106808.805,89939.4,149908.31,184693.3,151342.23,76163.96,117072.07,188022.61,72956.55,98085.85,105730.945,84466.87,64035.195,16.545753,16.904749,17.196253,16.85477,16.308725,17.162207,16.606459,16.060905,16.694801,16.05849,16.322554,16.17788,16.367369,16.631706,17.116907,16.245956,16.70467,16.456667,17.19372,17.494772,17.207455,16.21682,16.837036,17.520546,16.15475,16.581757,16.690039,16.366096,15.966578,"Psicofuranine_6.066",6.0639167,298.115,299.1172,"1874-54-0","Target",NA,0
"66","not found",411.1992,799.4091,"Rehmaionoside C_7.64",7.64,6398.4355,1455.5625,3444.505,1e-05,29579.545,2022.8696,3001.029,12399.754,3516.1975,1e-05,21447.55,25397.908,3799.149,1e-05,1292.956,12559.666,1e-05,22693.584,1681.3668,1304.4049,2668.3809,30315.959,471.09195,1e-05,22972.65,5419.549,1980.5366,9366.292,21380.943,12.643504,10.507361,11.75008,-16.60964,14.852312,10.982187,11.551241,13.598024,11.7798,-16.60964,14.388525,14.6324215,11.891461,-16.60964,10.336457,13.61651,-16.60964,14.469997,10.715419,10.349175,11.381748,14.88779,8.879865,-16.60964,14.48763,12.403957,10.951675,13.193262,14.384037,"Rehmaionoside C_7.64",7.6782165,411.1992,799.4091,"104112-05-2","Target",NA,0
"67","not found",313.1261,314.1291,"Ribalinium_9.13",9.13,1e-05,13028.853,21871.855,13503.208,1e-05,20385.955,17569.139,9946.514,10800.663,30598.41,17902.992,1e-05,17456.559,31924.752,11906.499,18035.492,14469.155,22749.523,17031.102,1e-05,6748.3613,1e-05,48252.836,47833.117,14492.963,1e-05,16441.951,18624.354,1e-05,-16.60964,13.669422,14.416788,13.721014,-16.60964,14.315289,14.100756,13.279975,13.398832,14.901169,14.1279125,-16.60964,14.091481,14.962387,13.539462,14.138551,13.820694,14.473548,14.055884,-16.60964,12.720321,-16.60964,15.558327,15.545722,13.823064,-16.60964,14.005094,14.184903,-16.60964,"Ribalinium_9.13",9.118683,313.1261,314.1291,"","Target",NA,0
"68","not found",401.2072,402.2116,"Rotundifoline_8.863",8.863,1e-05,112287.46,37962.65,59583.938,27774.197,125661.14,88059.86,48836.445,56122.977,30535.094,31762.932,2563.1238,111404.1,57817.594,110419.16,17228.943,61798.977,39203.574,97530.98,53888.97,78049.414,15356.649,59873.223,209303.33,31755.316,14583.197,26578.06,19862.229,8779.83,-16.60964,16.776838,15.212294,15.862636,14.761458,16.939178,16.426197,15.57567,15.776304,14.89818,14.955057,11.323688,16.765442,15.8192215,16.75263,14.072546,15.915295,15.258697,16.573574,15.717702,16.2521,13.906576,15.869623,17.675236,14.95471,13.83202,14.697948,14.27774,13.0999775,"Rotundifoline_8.863",8.853766,401.2072,402.2116,"6883-25-6","Target",NA,0
"69","not found",345.1699,346.1734,"Shikonofuran D_8.462",8.462,1e-05,40965.586,29675.443,1e-05,15863.907,1e-05,26057.725,1e-05,23221.027,30030.271,14817.466,21781.525,50658.246,2019.7411,37993.023,3190.7295,21870.932,1e-05,1e-05,11925.737,16326.001,37368.504,35355.79,1e-05,4444.442,5905.6094,25031.508,25140.492,1e-05,-16.60964,15.3221245,14.856981,-16.60964,13.95346,-16.60964,14.669424,-16.60964,14.503144,14.87413,13.855012,14.410817,15.6285095,10.979955,15.213447,11.63967,14.416726,-16.60964,-16.60964,13.541792,13.994884,15.189535,15.109658,-16.60964,12.117786,12.52787,14.611458,14.617726,-16.60964,"Shikonofuran D_8.462",NA,345.1699,346.1734,"","Target",NA,0
"70","not found",211.0968,212.0998,"Sinapyl alcohol_7.993",7.993,3542.322,28246.15,9628.446,7569.1245,17682.93,12245.0625,17458.574,10849.929,4967.1753,9622.41,15675.497,8011.2505,17157.607,8978.857,12790.712,12405.928,5721.974,32589.275,17525.469,33497.87,14315.438,7679.613,1e-05,8629.19,13387.989,19819.88,13691.293,18936.475,23568.162,11.79048,14.785767,13.233087,12.88591,14.11007,13.579912,14.091647,13.405398,12.27821,13.2321825,13.936223,12.967811,14.066562,13.132316,13.642809,13.5987425,12.482297,14.99211,14.097165,15.031782,13.805284,12.906817,-16.60964,13.07501,13.708652,14.27466,13.740971,14.20888,14.524551,"Sinapyl alcohol_7.993",7.9928,211.0968,212.0998,"537-33-7","Target",NA,0
"71","not found",211.0965,212.0997,"Sinapyl alcohol_8.886",8.886,1e-05,5950.4614,3706.5222,21100.574,13255.31,7710.0747,25607.797,8107.1035,1e-05,5511.2744,1e-05,12054.138,1e-05,14443,10003.435,1e-05,8803.658,23667.793,25225.09,8699.611,9148.162,18030.771,6982.716,10395.364,10229.789,20561.947,13579.828,20503.371,36060.176,-16.60964,12.538786,11.855851,14.364994,13.694283,12.912529,14.644295,12.984971,-16.60964,12.428171,-16.60964,13.557241,-16.60964,13.818082,13.288208,-16.60964,13.103888,14.530638,14.622572,13.086735,13.159266,14.138174,12.769573,13.343653,13.320488,14.327689,13.729178,14.323574,15.13812,"Sinapyl alcohol_8.886",8.903434,211.0965,212.0997,"537-33-7","Target",NA,0
"72","not found",265.1543,266.1576,"Subaphyllin_6.307",6.307,122956.77,284990.03,56047.266,115647.59,68733.83,187527.16,83594.516,4724.78,736.1147,4287.564,1353.1979,1e-05,98102.09,64712.84,79916.05,5172.0845,1196.4912,3785.754,93588.59,114496.78,57760.19,1e-05,440.44846,147639.58,594.80853,1e-05,144634.34,32474.486,1e-05,16.907791,18.120552,15.774356,16.819376,16.068733,17.516739,16.351122,12.206031,9.523787,12.065942,10.402158,-16.60964,16.581997,15.981765,16.286198,12.33653,10.224594,11.886365,16.514046,16.804947,15.817788,-16.60964,8.782829,17.17172,9.216281,-16.60964,17.14205,14.98702,-16.60964,"Subaphyllin_6.307",NA,265.1543,266.1576,"501-13-3","Target",NA,0
"73","not found",101.0233,NA,"Succinic anhydride_1.794",1.794,56628.45,1e-05,20025.912,171147.92,144850.38,194687.5,92650.39,48718.137,166514.36,68513.625,44182.758,63384.9,90169.45,1e-05,386553.1,71663.76,246181.16,51417.215,1e-05,205389.39,246239.1,41073.246,50919.77,19704.965,143008.8,76528.98,34832.184,1e-05,89225.5,15.789239,-16.60964,14.28958,17.384884,17.144203,17.5708,16.49951,15.572172,17.345287,16.064102,15.431195,15.951852,16.46035,-16.60964,18.560307,16.128956,17.90936,15.649964,-16.60964,17.648003,17.9097,15.3259115,15.635939,14.266272,17.125744,16.223719,15.088133,-16.60964,16.445168,"Succinic anhydride_1.794",1.7922167,101.0233,NA,"108-30-5","Target",NA,0
"74","not found",429.2096,430.2127,"Taraxacolide 1-O-b-D-glucopyranoside_7.616",7.616,240101.84,27021.969,28784.875,29429.361,263901.47,30330.564,30791.9,126566.766,56809.203,191553.64,246050.42,382598.6,19755.477,84301.25,14500.063,247010.12,42357.754,154519.22,50790.367,16352.256,22168.988,266666.12,30579.787,42185.906,250193.77,47089.72,29485.445,107910.7,200748.14,17.873287,14.721846,14.813024,14.844969,18.00964,14.888484,14.910263,16.94954,15.793837,17.547388,17.908594,18.545473,14.269964,16.363266,13.823771,17.914211,15.370338,17.237427,15.632267,13.997202,14.436255,18.024675,14.9002905,15.364473,17.932686,15.523124,14.847714,16.719479,17.615026,"Taraxacolide 1-O-b-D-glucopyranoside_7.616",7.612,429.2096,430.2127,"75911-12-5","Target",NA,0
"75","not found",429.2111,430.2146,"Taraxacolide 1-O-b-D-glucopyranoside_8.144",8.144,1e-05,9104.899,9285.166,9479.899,1e-05,2138.6423,6765.1963,13471.718,14627.041,5849.415,5764.9927,7595.9453,12326.352,3883.1143,13950.01,8342.658,8107.524,20552.514,6589.0317,7143.1836,7847.154,11807.72,22916.453,3873.8452,4483.148,11103.9,2010.2087,1740.4458,22766.717,-16.60964,13.152427,13.180712,13.210656,-16.60964,11.062479,12.723916,13.717646,13.836351,12.514077,12.493103,12.891013,13.589458,11.922998,13.767979,13.026292,12.985045,14.327027,12.68585,12.802351,12.937954,13.527443,14.484097,11.919551,12.130297,13.438779,10.973129,10.765241,14.474639,"Taraxacolide 1-O-b-D-glucopyranoside_8.144",8.174933,429.2111,430.2146,"75911-12-5","Target",NA,0
"76","not found",425.1786,426.1816,"Taraxinic acid 1'-O-beta-D-glucopyranoside_6.684",6.684,1e-05,1e-05,6226.627,3865.2488,23253.973,7904.053,1e-05,1e-05,1e-05,1e-05,15557.475,18749.023,2285.3848,1e-05,6380.872,7848.508,1e-05,12648.301,1e-05,7401.4175,3054.247,36126.285,2610.9585,6681.0884,16050.776,2572.2861,1e-05,15186.167,22201.635,-16.60964,-16.60964,12.604236,11.916345,14.50519,12.948377,-16.60964,-16.60964,-16.60964,-16.60964,13.92532,14.194528,11.158221,-16.60964,12.639538,12.938203,-16.60964,13.626656,-16.60964,12.853585,11.576601,15.140761,11.350364,12.705868,13.970356,11.3288355,-16.60964,13.8904705,14.438378,"Taraxinic acid 1'-O-beta-D-glucopyranoside_6.684",6.6599665,425.1786,426.1816,"","Target",NA,0
"77","not found",381.0613,382.0644,"Tetracenomycin D3_4.668",4.668,880927,538194.56,494145.28,542557.56,474612.53,737812.4,500579,478051.28,625954.25,592384.3,681963,681714.06,492472.88,743945.8,782446.94,789911,842673.9,416208.75,1020751.3,508478.8,619592.94,880331.56,510003.03,529487.1,693918,895413.1,809325.9,713350.94,599926.25,19.748663,19.037767,18.914576,19.049416,18.856392,19.492895,18.933239,18.866806,19.255697,19.176174,19.379333,19.378807,18.909685,19.504839,19.577635,19.591331,19.684616,18.666946,19.961199,18.955828,19.240961,19.747688,18.960146,19.014235,19.404406,19.772194,19.626362,19.444252,19.194426,"Tetracenomycin D3_4.668",4.66485,381.0613,382.0644,"","Target",NA,0
"78","not found",120.0655,NA,"Threonine_1.025",1.025,155209.78,174718.86,124468.445,301709.72,85089.055,164776.5,206114.4,95179.65,260437.6,70963.15,62481.516,83268.85,127400.56,189909.75,118291.4,125606.89,195732.67,232226.8,208207.78,170492.23,34407.33,153743.2,166424.31,77623.914,54840.86,212857.64,65942.15,76588.734,165707.64,17.24386,17.414675,16.92542,18.202803,16.376686,17.33015,17.653086,16.538364,17.990578,16.114782,15.931142,16.34549,16.959013,17.534954,16.851986,16.938557,17.578526,17.825174,17.667665,17.379347,15.070428,17.230164,17.344507,16.244213,15.742963,17.69953,16.008913,16.224844,17.338282,"Threonine_1.025",1.0140333,120.0655,NA,"80-68-2","Target",NA,0
"79","not found",239.1005,455.2117,"Threoninyl-Proline_3.631",3.631,76959.445,411932.94,77777.01,65381.12,16655.945,55256.973,1e-05,32407.682,46668.902,1e-05,1e-05,1e-05,51218.727,94480.45,135368.72,1e-05,100428.01,38406.35,101804.2,162247.36,76774.99,1e-05,26403.271,42279.13,71247.625,370537.56,20449.898,7858.8613,41115.9,16.231812,18.65205,16.247057,15.996587,14.02375,15.753869,-16.60964,14.984048,15.510174,-16.60964,-16.60964,-16.60964,15.644383,16.527727,17.046535,-16.60964,16.615803,15.229056,16.635437,17.307837,16.22835,-16.60964,14.688429,15.367659,16.120554,18.49926,14.319806,12.940104,15.327409,"Threoninyl-Proline_3.631",NA,239.1005,455.2117,"","Target",NA,0
"80","not found",175.024,NA,"trans-Aconitic acid_1.49",1.49,1e-05,1e-05,1e-05,111066.51,1e-05,1e-05,1e-05,1e-05,175057.58,1e-05,1e-05,1e-05,5685.353,117626.17,1e-05,1e-05,61922.074,134297.5,1e-05,1e-05,1e-05,1e-05,71503.94,1e-05,1e-05,73432.42,1733.0183,1e-05,1e-05,-16.60964,-16.60964,-16.60964,16.761065,-16.60964,-16.60964,-16.60964,-16.60964,17.41747,-16.60964,-16.60964,-16.60964,12.473035,16.84385,-16.60964,-16.60964,15.918166,17.035072,-16.60964,-16.60964,-16.60964,-16.60964,16.125734,-16.60964,-16.60964,16.16413,10.759071,-16.60964,-16.60964,"trans-Aconitic acid_1.49",1.54385,175.024,NA,"4023-65-8","Target",NA,0
"81","not found",318.1812,319.1844,"Tryptophyl-Leucine_7.759",7.759,13797.909,30013.299,30760.3,26817.178,14800.214,25459.69,5644.73,19306.719,5349.729,1457.0148,1e-05,7324.3584,5166.9854,3343.1172,12627.9375,1e-05,20551.766,3554.7915,21481.256,13757.06,14253.823,12814.492,28240.568,25257.117,1e-05,36843.08,23080.76,17793.87,7992.975,13.752162,14.873314,14.908782,14.710871,13.853331,14.635927,12.462688,14.236816,12.385249,10.5088,-16.60964,12.838487,12.335108,11.706979,13.6243305,-16.60964,14.326975,11.795549,14.390791,13.747885,13.799061,13.645489,14.785481,14.624403,-16.60964,15.1691065,14.494403,14.119093,12.964518,"Tryptophyl-Leucine_7.759",7.74445,318.1812,319.1844,"","Target",NA,0
"82","not found",283.1291,284.1322,"Tyrosyl-Threonine_5.809",5.809,41825.22,88791.39,61276.723,39467.59,28879.777,86304.55,41886.633,1e-05,5348.722,1e-05,1e-05,3159.2085,1e-05,26119.82,60698.137,1e-05,1e-05,1e-05,1e-05,56050.21,82521.78,1e-05,1e-05,91408.39,1e-05,18089.324,48638.76,26641.873,4005.5894,15.352085,16.438131,15.903051,15.26838,14.817772,16.39715,15.354202,-16.60964,12.384978,-16.60964,-16.60964,11.625347,-16.60964,14.672856,15.889364,-16.60964,-16.60964,-16.60964,-16.60964,15.774431,16.332487,-16.60964,-16.60964,16.48004,-16.60964,14.142852,15.569819,14.701408,11.967799,"Tyrosyl-Threonine_5.809",NA,283.1291,284.1322,"","Target",NA,0
"83","not found",355.1732,356.1767,"Valganciclovir_8.169",8.169,16451.324,7235.483,32782.79,7598.1157,50207.086,10634.972,1e-05,26931.646,57143.44,15416.308,43614.723,13965.296,1e-05,12501.916,11178.149,16301.306,33929.895,13266.2,1e-05,7576.6724,7348.0664,23878.021,16530.844,8457.813,15585.976,10896.112,3453.3696,12386.176,20365.9,14.005917,12.820873,15.000651,12.891426,15.615603,13.376529,-16.60964,14.717015,15.8022995,13.912169,15.412528,13.769558,-16.60964,13.609862,13.448394,13.9927,15.050269,13.695467,-16.60964,12.887349,12.843148,14.543395,14.012873,13.046068,13.927961,13.411527,11.75379,13.596443,14.3138685,"Valganciclovir_8.169",8.20805,355.1732,356.1767,"175865-60-8","Target",NA,0
"84","not found",231.1341,232.1373,"Valyl-Hydroxyproline_1.651",1.651,294056.3,3583.94,7032.5864,18484.375,222386.55,8843.127,31741.18,138463.55,43979.17,229497.39,467901,408957.3,12669.726,57632.492,1e-05,225057.23,45619.543,171415.52,32784.24,17536.037,4828.9478,776665.75,7031.197,1e-05,370345.16,36758.746,11952.121,133914.31,445896.7,18.165733,11.807331,12.7798395,14.174019,17.762709,13.110341,14.954067,17.079147,15.424532,17.808119,18.835844,18.64159,13.629098,15.814594,-16.60964,17.779932,15.477364,17.387138,15.000714,14.098036,12.237493,19.566935,12.779554,-16.60964,18.49851,15.1658,13.544979,17.03095,18.76635,"Valyl-Hydroxyproline_1.651",NA,231.1341,232.1373,"","Target",NA,0
"85","not found",281.1497,282.1532,"Valyl-Tyrosine_6.482",6.482,14520.984,8145.5244,1707.6627,1070.6887,4386.807,7726.437,8967.472,11643.215,12377.52,5424.578,14745.313,21936.146,6239.6514,1e-05,11290.969,17451.463,2638.978,16105.217,1e-05,13808.994,6825.765,25278.582,1825.3893,6051.2065,4207.205,4256.11,6634.9277,11259.1045,26279.84,13.825851,12.991793,10.737807,10.064323,12.098956,12.915587,13.130486,13.507202,13.595435,12.405295,13.847969,14.421021,12.60725,-16.60964,13.462882,14.09106,11.365764,13.97524,-16.60964,13.753321,12.736775,14.6256275,10.833988,12.563006,12.038647,12.055319,12.695866,13.458805,14.681669,"Valyl-Tyrosine_6.482",NA,281.1497,282.1532,"","Target",NA,0
"86","not found",213.0975,214.1012,"Volemitol_6.34",6.34,1e-05,1e-05,35242.43,1e-05,1e-05,1e-05,39274.71,1e-05,52620.688,1e-05,1e-05,1e-05,20195.775,1e-05,30189.436,26009.926,48893.547,17091.338,1e-05,35362.758,1e-05,1e-05,22075.494,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-16.60964,-16.60964,15.105025,-16.60964,-16.60964,-16.60964,15.2613125,-16.60964,15.683343,-16.60964,-16.60964,-16.60964,14.301766,-16.60964,14.881757,14.666774,15.577356,14.060978,-16.60964,15.109943,-16.60964,-16.60964,14.430158,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,-16.60964,"Volemitol_6.34",NA,213.0975,214.1012,"","Target",NA,0
